Name	Year
Lysinibacillus macroides	2012
Lysinibacillus manganicus	2013
Lysinibacillus mangiferihumi	2012
Lysinibacillus massiliensis	2012
Lysinibacillus meyeri	2013
Lysinibacillus odysseyi	2012
Lysinibacillus pakistanensis	2014
Lysinibacillus parviboronicapiens	2009
Lysinibacillus sinduriensis	2012
Lysinibacillus sphaericus	2007
Lysinibacillus tabacifolii	2014
Lysinibacillus telephonicus	2017
Lysinibacillus varians	2014
Lysinibacillus xylanilyticus	2010
Lysinibacter cavernae	2015
Lysinimicrobium aestuarii	2015
Lysinimicrobium flavum	2015
Lysinimicrobium gelatinilyticum	2015
Lysinimicrobium iriomotense	2015
Lysinimicrobium luteum	2015
Lysinimicrobium mangrovi	2012
Lysinimicrobium pelophilum	2015
Lysinimicrobium rhizosphaerae	2015
Lysinimicrobium sediminis	2017
Lysinimicrobium soli	2015
Lysinimicrobium subtropicum	2015
Lysinimonas kribbensis	2013
Lysinimonas soli	2013
Lysobacter aestuarii	2016
Lysobacter agri	2015
Lysobacter antibioticus	1978
Lysobacter arseniciresistens	2012
Lysobacter brunescens	1978
Lysobacter bugurensis	2011
Lysobacter caeni	2015
Lysobacter capsici	2008
Lysobacter cavernae	2016
Lysobacter concretionis	2005
Lysobacter daejeonensis	2006
Lysobacter defluvii	2007
Lysobacter dokdonensis	2011
Lysobacter enzymogenes	1978
Lysobacter erysipheiresistens	2016
Lysobacter firmicutimachus	2016
Lysobacter fragariae	2015
Lysobacter ginsengisoli	2011
Lysobacter gummosus	1978
Lysobacter hankyongensis	2016
Lysobacter humi	2017
Lysobacter koreensis	2006
Lysobacter korlensis	2011
Lysobacter lycopersici	2015
Lysobacter maris	2016
Lysobacter mobilis	2015
Lysobacter niabensis	2007
Lysobacter niastensis	2007
Lysobacter novalis	2015
Lysobacter olei	2017
Lysobacter oryzae	2009
Lysobacter panacisoli	2014
Lysobacter panaciterrae	2009
Lysobacter rhizophilus	2016
Lysobacter rhizosphaerae	2015
Lysobacter ruishenii	2011
Lysobacter sediminicola	2016
Lysobacter silvestris	2018
Lysobacter solanacearum	2017
Lysobacter soli	2010
Lysobacter spongiicola	2008
Lysobacter terrae	2015
Lysobacter terricola	2016
Lysobacter thermophilus	2013
Lysobacter tolerans	2018
Lysobacter ximonensis	2009
Lysobacter xinjiangensis	2011
Lysobacter yangpyeongensis	2006
Lyticum flagellatum	1982
Lyticum sinuosum	1982
Mabikibacter ruber	2017
Macellibacteroides fermentans	2012
Macrococcus bovicus	1998
Macrococcus brunensis	2003
Macrococcus canis	2017
Macrococcus carouselicus	1998
Macrococcus caseolyticus	1998
Macrococcus equipercicus	1998
Macrococcus hajekii	2003
Macrococcus lamae	2003
Macromonas bipunctata	1989
Macromonas mobilis	1924
Mageeibacillus indolicus	2016
Magnetococcus marinus	2013
Magnetospira thiophila	2012
Magnetospirillum caucaseum	2016
Magnetospirillum gryphiswaldense	1992
Magnetospirillum magnetotacticum	1992
Magnetospirillum marisnigri	2016
Magnetospirillum moscoviense	2016
Magnetovibrio blakemorei	2013
Mahella australiensis	2004
Maledivibacter halophilus	2016
Malikia granosa	2005
Malikia spinosa	2005
Maliponia aquimaris	2016
Malonomonas rubra	1990
Mameliella alba	2010
Mameliella atlantica	2015
Mameliella phaeodactyli	2015
Mangrovibacterium diazotrophicum	2014
Mangrovibacterium marinum	2016
Mangrovibacter phragmitis	2017
Mangrovibacter plantisponsor	2010
Mangrovibacter yixingensis	2015
Mangrovicoccus ximenensis	2018
Mangroviflexus xiamenensis	2012
Mangrovihabitans endophyticus	2017
Mangrovimonas yunxiaonensis	2013
Mangrovitalea sediminis	2017
Mannheimia caviae	2011
Mannheimia glucosida	1999
Mannheimia granulomatis	1999
Mannheimia haemolytica	1999
Mannheimia ruminalis	1999
Mannheimia varigena	1999
Maribacter antarcticus	2009
Maribacter aquivivus	2004
Maribacter arcticus	2008
Maribacter arenosus	2016
Maribacter caenipelagi	2015
Maribacter chungangensis	2013
Maribacter cobaltidurans	2017
Maribacter confluentis	2015
Maribacter dokdonensis	2005
Maribacter flavus	2015
Maribacter forsetii	2008
Maribacter litorisediminis	2016
Maribacter lutimaris	2016
Maribacter maritimus	2018
Maribacter orientalis	2004
Maribacter polysiphoniae	2007
Maribacter sedimenticola	2004
Maribacter spongiicola	2015
Maribacter stanieri	2010
Maribacter thermophilus	2015
Maribacter ulvicola	2004
Maribacter vaceletii	2015
Maribaculum marinum	2009
Maribius pelagius	2007
Maribius salinus	2007
Maricaulis maris	1999
Maricaulis parjimensis	2002
Maricaulis salignorans	2002
Maricaulis virginensis	2002
Maricaulis washingtonensis	2002
Marichromatium bheemlicum	2007
Marichromatium fluminis	2010
Marichromatium gracile	1998
Marichromatium indicum	2005
Marichromatium purpuratum	1998
Maricurvus nonylphenolicus	2012
Marihabitans asiaticum	2008
Marimicrobium arenosum	2016
Marimonas arenosa	2017
Marinactinospora endophytica	2015
Marinactinospora thermotolerans	2009
Marinagarivorans algicola	2016
Marinibacillus campisalis	2004
Marinibacillus marinus	2001
Marinibacterium profundimaris	2015
Marinibactrum halimedae	2015
Marinibaculum pumilum	2016
Mariniblastus fucicola	2017
Marinicauda algicola	2017
Marinicauda pacifica	2013
Marinicaulis flavus	2018
Marinicella litoralis	2010
Marinicella pacifica	2016
Marinicella sediminis	2018
Marinicola seohaensis	2005
Marinicrinis lubricantis	2018
Marinicrinis sediminis	2016
Marinifilum albidiflavum	2016
Marinifilum fragile	2009
Mariniflexile aquimaris	2012
Mariniflexile fucanivorans	2008
Mariniflexile gromovii	2006
Mariniflexile jejuense	2013
Mariniflexile ostreae	2015
Mariniflexile soesokkakense	2014
Marinilabilia agarovorans	1996
Marinilabilia salmonicolor	1996
Marinilactibacillus piezotolerans	2005
Marinilactibacillus psychrotolerans	2003
Mariniluteicoccus endophyticus	2016
Mariniluteicoccus flavus	2014
Marinimicrobium agarilyticum	2006
Marinimicrobium koreense	2006
Marinimicrobium locisalis	2009
Marininema halotolerans	2013
Marininema mesophilum	2012
Mariniphaga anaerophila	2014
Mariniphaga sediminis	2015
Mariniradius saccharolyticus	2013
Marinirhabdus citrea	2018
Marinirhabdus gelatinilytica	2016
Marinisporobacter balticus	2017
Marinithermofilum abyssi	2015
Marinithermus hydrothermalis	2003
Marinitoga arctica	2016
Marinitoga camini	2001
Marinitoga hydrogenitolerans	2005
Marinitoga litoralis	2010
Marinitoga okinawensis	2007
Marinitoga piezophila	2002
Marinivirga aestuarii	2013
Marinobacter adhaerens	2012
Marinobacter algicola	2006
Marinobacter antarcticus	2012
Marinobacter aquaeolei	1999
Marinobacter aquaticus	2017
Marinobacter aromaticivorans	2016
Marinobacter bryozoorum	2005
Marinobacter confluentis	2015
Marinobacter daepoensis	2004
Marinobacter daqiaonensis	2011
Marinobacter excellens	2003
Marinobacter flavimaris	2004
Marinobacter goseongensis	2008
Marinobacter gudaonensis	2007
Marinobacter guineae	2008
Marinobacter halophilus	2015
Marinobacter halotolerans	2017
Marinobacter hydrocarbonoclasticus	1992
Marinobacterium aestuarii	2018
Marinobacterium aestuariivivens	2016
Marinobacterium coralli	2011
Marinobacterium georgiense	1997
Marinobacterium halophilum	2007
Marinobacterium jannaschii	2002
Marinobacterium litorale	2007
Marinobacterium lutimaris	2010
Marinobacterium mangrovicola	2014
Marinobacterium marisflavi	2014
Marinobacterium maritimum	2009
Marinobacterium nitratireducens	2009
Marinobacterium profundum	2016
Marinobacterium rhizophilum	2008
Marinobacterium sediminicola	2009
Marinobacterium stanieri	2002
Marinobacterium zhoushanense	2016
Marinobacter koreensis	2006
Marinobacter lacisalsi	2009
Marinobacter lipolyticus	2003
Marinobacter litoralis	2003
Marinobacter lutaoensis	2003
Marinobacter maritimus	2005
Marinobacter mobilis	2008
Marinobacter nitratireducens	2015
Marinobacter oulmenensis	2011
Marinobacter pelagius	2008
Marinobacter psychrophilus	2008
Marinobacter salarius	2015
Marinobacter salexigens	2017
Marinobacter salicampi	2007
Marinobacter salinus	2017
Marinobacter salsuginis	2007
Marinobacter santoriniensis	2009
Marinobacter sediminum	2005
Marinobacter segnicrescens	2007
Marinobacter shengliensis	2015
Marinobacter similis	2015
Marinobacter szutsaonensis	2009
Marinobacter vinifirmus	2006
Marinobacter xestospongiae	2012
Marinobacter zhanjiangensis	2012
Marinobacter zhejiangensis	2008
Marinococcus albus	1985
Marinococcus halophilus	1985
Marinococcus halotolerans	2005
Marinococcus hispanicus	1990
Marinococcus luteus	2009
Marinococcus salis	2017
Marinococcus tarijensis	2013
Marinomonas alcarazii	2011
Marinomonas algicida	2017
Marinomonas aquimarina	2005
Marinomonas aquiplantarum	2011
Marinomonas arctica	2008
Marinomonas arenicola	2009
Marinomonas atlantica	2016
Marinomonas balearica	2010
Marinomonas basaltis	2008
Marinomonas brasilensis	2011
Marinomonas communis	1984
Marinomonas dokdonensis	2005
Marinomonas epiphytica	2017
Marinomonas foliarum	2011
Marinomonas fungiae	2014
Marinomonas gallaica	2016
Marinomonas hwangdonensis	2012
Marinomonas mangrovi	2015
Marinomonas mediterranea	1999
Marinomonas ostreistagni	2006
Marinomonas polaris	2006
Marinomonas pollencensis	2010
Marinomonas pontica	2005
Marinomonas posidonica	2011
Marinomonas primoryensis	2003
Marinomonas profundimaris	2015
Marinomonas rhizomae	2011
Marinomonas spartinae	2016
Marinomonas ushuaiensis	2005
Marinomonas vaga	1984
Marinoscillum furvescens	2009
Marinoscillum pacificum	2009
Marinospirillum alkaliphilum	2002
Marinospirillum celere	2009
Marinospirillum insulare	2004
Marinospirillum megaterium	1998
Marinospirillum minutulum	1998
Marinovum algicola	2006
Mariprofundus ferrooxydans	2010
Maripseudobacter aurantiacus	2017
Marisediminicola antarctica	2010
Marispirillum indicum	2009
Maritalea mobilis	2012
Maritalea myrionectae	2009
Maritalea porphyrae	2012
Maritimibacter alkaliphilus	2007
Maritimibacter lacisalsi	2015
Maritimimonas rapanae	2009
Marivirga atlantica	2015
Marivirga harenae	2017
Marivirga lumbricoides	2015
Marivirga sericea	2010
Marivirga tractuosa	2010
Marivita byunsanensis	2012
Marivita cryptomonadis	2009
Marivita geojedonensis	2013
Marivita hallyeonensis	2012
Marivita lacus	2015
Marivita litorea	2009
Marivivens donghaensis	2016
Marivivens niveibacter	2018
Marixanthomonas ophiurae	2007
Marmoricola aequoreus	2007
Marmoricola aquaticus	2015
Marmoricola aurantiacus	2000
Marmoricola bigeumensis	2008
Marmoricola endophyticus	2017
Marmoricola ginsengisoli	2016
Marmoricola korecus	2011
Marmoricola pocheonensis	2016
Marmoricola scoriae	2010
Marmoricola silvestris	2018
Marmoricola solisilvae	2015
Marmoricola terrae	2015
Martelella endophytica	2013
Martelella limonii	2016
Martelella mangrovi	2014
Martelella mediterranea	2005
Martelella radicis	2014
Martelella suaedae	2016
Marvinbryantia formatexigens	2008
Massilia aerilata	2008
Massilia agilis	2017
Massilia agri	2017
Massilia albidiflava	2006
Massilia alkalitolerans	2011
Massilia armeniaca	2018
Massilia arvi	2015
Massilia aurea	2006
Massilia brevitalea	2008
Massilia buxea	2017
Massilia chloroacetimidivorans	2017
Massilia consociata	2011
Massilia dura	2006
Massilia eurypsychrophila	2015
Massilia flava	2012
Massilia haematophila	2011
Massilia jejuensis	2010
Massilia kyonggiensis	2014
Massilia lurida	2013
Massilia lutea	2006
Massilia namucuonensis	2013
Massilia neuiana	2017
Massilia niabensis	2009
Massilia niastensis	2009
Massilia oculi	2012
Massilia phosphatilytica	2017
Massilia pinisoli	2016
Massilia plicata	2006
Massilia psychrophila	2016
Massilia putida	2016
Massilia solisilvae	2017
Massilia suwonensis	2011
Massilia terrae	2017
Massilia tieshanensis	2012
Massilia timonae	2000
Massilia umbonata	2014
Massilia varians	2011
Massilia violacea	2016
Massilia violaceinigra	2018
Massilia yuzhufengensis	2013
Mechercharimyces asporophorigenens	2006
Mechercharimyces mesophilus	2006
Megamonas funiformis	2008
Megamonas hypermegale	1983
Megamonas rupellensis	2008
Meganema perideroedes	2006
Megasphaera cerevisiae	1986
Megasphaera elsdenii	1971
Megasphaera hexanoica	2017
Megasphaera indica	2014
Megasphaera massiliensis	2016
Megasphaera micronuciformis	2003
Megasphaera paucivorans	2006
Megasphaera sueciensis	2006
Meiothermus cateniformans	2010
Meiothermus cerbereus	1997
Meiothermus chliarophilus	1996
Meiothermus granaticius	2010
Meiothermus hypogaeus	2012
Meiothermus luteus	2017
Meiothermus roseus	2016
Meiothermus ruber	1996
Meiothermus rufus	2010
Meiothermus silvanus	1996
Meiothermus taiwanensis	2002
Meiothermus terrae	2014
Meiothermus timidus	2005
Melaminivora alkalimesophila	2014
Melaminivora jejuensis	2018
Melghiribacillus thermohalophilus	2015
Melghirimyces algeriensis	2012
Melghirimyces profundicolus	2013
Melghirimyces thermohalophilus	2013
Melissococcus plutonius	1983
Melitea salexigens	2008
Melittangium alboraceum	1971
Melittangium boletus	1924
Melittangium lichenicola	1971
Membranicola marinus	2016
Meniscus glaucopis	1977
Merdimonas faecis	2017
Meridianimaribacter flavus	2010
Mesoaciditoga lauensis	2013
Mesocricetibacter intestinalis	2014
Mesoflavibacter aestuarii	2014
Mesoflavibacter sabulilitoris	2014
Mesoflavibacter zeaxanthinifaciens	2008
Mesonia algae	2003
Mesonia aquimarina	2015
Mesonia hippocampi	2015
Mesonia maritima	2017
Mesonia mobilis	2006
Mesonia ostreae	2012
Mesonia phycicola	2010
Mesonia sediminis	2016
Mesophilobacter marinus	1989
Mesoplasma chauliocola	1994
Mesoplasma coleopterae	1994
Mesoplasma corruscae	1994
Mesoplasma entomophilum	1993
Mesoplasma florum	1993
Mesoplasma grammopterae	1994
Mesoplasma lactucae	1993
Mesoplasma photuris	1994
Mesoplasma pleciae	1994
Mesoplasma seiffertii	1993
Mesoplasma syrphidae	1994
Mesoplasma tabanidae	1994
Mesorhizobium abyssinicae	2013
Mesorhizobium acaciae	2015
Mesorhizobium albiziae	2007
Mesorhizobium alhagi	2010
Mesorhizobium amorphae	1999
Mesorhizobium australicum	2009
Mesorhizobium calcicola	2016
Mesorhizobium camelthorni	2011
Mesorhizobium cantuariense	2015
Mesorhizobium caraganae	2008
Mesorhizobium chacoense	2001
Mesorhizobium ciceri	1997
Mesorhizobium delmotii	2018
Mesorhizobium erdmanii	2015
Mesorhizobium gobiense	2008
Mesorhizobium hawassense	2013
Mesorhizobium helmanticense	2017
Mesorhizobium huakuii	1997
Mesorhizobium japonicum	2016
Mesorhizobium jarvisii	2015
Mesorhizobium kowhaii	2016
Mesorhizobium loti	1997
Mesorhizobium mediterraneum	1997
Mesorhizobium metallidurans	2009
Mesorhizobium muleiense	2012
Mesorhizobium newzealandense	2016
Mesorhizobium oceanicum	2017
Mesorhizobium olivaresii	2017
Mesorhizobium opportunistum	2009
Mesorhizobium plurifarium	1998
Mesorhizobium prunaredense	2018
Mesorhizobium qingshengii	2013
Mesorhizobium robiniae	2010
Mesorhizobium sangaii	2013
Mesorhizobium sediminum	2016
Mesorhizobium septentrionale	2004
Mesorhizobium shangrilense	2009
Mesorhizobium shonense	2013
Mesorhizobium silamurunense	2012
Mesorhizobium soli	2015
Mesorhizobium sophorae	2016
Mesorhizobium tamadayense	2012
Mesorhizobium tarimense	2008
Mesorhizobium temperatum	2004
Mesorhizobium thiogangeticum	2006
Mesorhizobium tianshanense	1997
Mesorhizobium waimense	2015
Mesorhizobium waitakense	2016
Mesorhizobium wenxiniae	2018
Mesotoga infera	2013
Mesotoga prima	2013
Metakosakonia massiliensis	2017
Metallibacterium scheffleri	2013
Metallosphaera cuprina	2011
Metallosphaera hakonensis	2003
Metallosphaera prunae	1996
Metallosphaera sedula	1989
Metallosphaera tengchongensis	2015
Metascardovia criceti	2007
Methanimicrococcus blatticola	2000
Methanobacterium aarhusense	2004
Methanobacterium aggregans	2015
Methanobacterium alcaliphilum	1986
Methanobacterium arbophilicum	1975
Methanobacterium arcticum	2011
Methanobacterium beijingense	2005
Methanobacterium bryantii	1981
Methanobacterium congolense	2001
Methanobacterium defluvii	1994
Methanobacterium espanolae	1990
Methanobacterium ferruginis	2011
Methanobacterium flexile	2011
Methanobacterium formicicum	1947
Methanobacterium ivanovii	1988
Methanobacterium kanagiense	2011
Methanobacterium lacus	2012
Methanobacterium mobile	1968
Methanobacterium movens	2011
Methanobacterium movilense	2014
Methanobacterium oryzae	2000
Methanobacterium paludis	2014
Methanobacterium palustre	1990
Methanobacterium petrolearium	2011
Methanobacterium ruminantium	1958
Methanobacterium subterraneum	1998
Methanobacterium thermaggregans	1988
Methanobacterium thermalcaliphilum	1988
Methanobacterium thermautotrophicum	1972
Methanobacterium thermoflexum	1994
Methanobacterium thermoformicicum	1986
Methanobacterium thermophilum	1990
Methanobacterium uliginosum	1985
Methanobacterium veterum	2010
Methanobacterium wolfei	1985
Methanobrevibacter acididurans	2002
Methanobrevibacter arboriphilus	1981
Methanobrevibacter boviskoreani	2013
Methanobrevibacter curvatus	1997
Methanobrevibacter cuticularis	1997
Methanobrevibacter filiformis	1998
Methanobrevibacter gottschalkii	2002
Methanobrevibacter millerae	2007
Methanobrevibacter olleyae	2007
Methanobrevibacter oralis	1995
Methanobrevibacter ruminantium	1981
Methanobrevibacter smithii	1981
Methanobrevibacter thaueri	2002
Methanobrevibacter woesei	2002
Methanobrevibacter wolinii	2002
Methanocalculus alkaliphilus	2015
Methanocalculus chunghsingensis	2004
Methanocalculus halotolerans	1998
Methanocalculus natronophilus	2014
Methanocalculus pumilus	2000
Methanocalculus taiwanensis	2002
Methanocaldococcus bathoardescens	2015
Methanocaldococcus fervens	2002
Methanocaldococcus indicus	2003
Methanocaldococcus infernus	2002
Methanocaldococcus jannaschii	2002
Methanocaldococcus villosus	2011
Methanocaldococcus vulcanius	2002
Methanocella arvoryzae	2010
Methanocella conradii	2012
Methanocella paludicola	2008
Methanococcoides alaskense	2005
Methanococcoides burtonii	1993
Methanococcoides methylutens	1985
Methanococcoides vulcani	2014
Methanococcus aeolicus	2006
Methanococcus deltae	1988
Methanococcus fervens	1999
Methanococcus frisius	1986
Methanococcus halophilus	1984
Methanococcus igneus	1990
Methanococcus infernus	1998
Methanococcus jannaschii	1984
Methanococcus maripaludis	1984
Methanococcus mazei	1936
Methanococcus thermolithotrophicus	1984
Methanococcus vannielii	1951
Methanococcus voltae	1981
Methanococcus vulcanius	1999
Methanocorpusculum aggregans	1989
Methanocorpusculum bavaricum	1989
Methanocorpusculum labreanum	1989
Methanocorpusculum parvum	1988
Methanocorpusculum sinense	1989
Methanoculleus bourgensis	1990
Methanoculleus chikugoensis	2001
Methanoculleus horonobensis	2013
Methanoculleus hydrogenitrophicus	2010
Methanoculleus marisnigri	1990
Methanoculleus oldenburgensis	1998
Methanoculleus olentangyi	1990
Methanoculleus palmolei	1998
Methanoculleus receptaculi	2008
Methanoculleus sediminis	2015
Methanoculleus submarinus	2003
Methanoculleus taiwanensis	2015
Methanoculleus thermophilus	1990
Methanofollis aquaemaris	2001
Methanofollis ethanolicus	2009
Methanofollis formosanus	2005
Methanofollis liminatans	1999
Methanofollis tationis	1999
Methanogenium aggregans	1985
Methanogenium bourgense	1986
Methanogenium cariaci	1981
Methanogenium frigidum	1997
Methanogenium frittonii	1996
Methanogenium liminatans	1990
Methanogenium marinum	2003
Methanogenium marisnigri	1981
Methanogenium olentangyi	1988
Methanogenium organophilum	1989
Methanogenium tationis	1986
